date,region,day_of_week,month,weekend_flag,holiday_flag,avg_temperature,precipitation,wind_speed,visibility,trauma_index,hospital_transfer_volume,rurality_index,daily_transport_requests
2022-08-12,Mountain West,4,8,0,0,29.27,0.0,14.42,5.27,3.38,20,0.85,22
2022-08-12,Midwest,4,8,0,0,30.38,0.0,7.57,9.89,6.06,19,0.65,23
2022-08-12,Southeast,4,8,0,0,59.2,0.3,6.47,9.44,4.89,16,0.55,19
2022-08-12,Northeast,4,8,0,0,28.62,0.18,7.5,9.34,7.8,20,0.35,22
2022-08-12,Southwest,4,8,0,0,56.78,0.0,11.04,8.27,2.6,20,0.75,17
2022-08-13,Mountain West,5,8,1,0,30.51,0.47,11.39,6.31,5.07,25,0.85,23
2022-08-13,Midwest,5,8,1,0,22.07,0.07,12.32,7.33,4.59,18,0.65,21
2022-08-13,Southeast,5,8,1,0,37.74,0.06,14.91,7.23,7.61,29,0.55,31
2022-08-13,Northeast,5,8,1,0,32.71,0.12,9.66,7.47,4.55,17,0.35,22
2022-08-13,Southwest,5,8,1,0,50.94,0.66,12.65,8.61,3.41,33,0.75,27
2022-08-14,Mountain West,6,8,1,0,21.82,0.19,7.88,6.47,6.1,30,0.85,27
2022-08-14,Midwest,6,8,1,0,27.4,0.0,8.88,8.56,4.77,22,0.65,26
2022-08-14,Southeast,6,8,1,0,40.39,0.36,18.42,8.79,3.37,25,0.55,22
2022-08-14,Northeast,6,8,1,0,22.57,0.07,4.98,8.25,4.45,14,0.35,20
2022-08-14,Southwest,6,8,1,0,61.44,0.14,5.06,12.48,5.71,25,0.75,27
2022-08-15,Mountain West,0,8,0,0,26.81,0.24,5.06,7.71,4.7,32,0.85,27
2022-08-15,Midwest,0,8,0,0,34.11,0.0,5.31,6.91,4.58,22,0.65,25
2022-08-15,Southeast,0,8,0,0,56.4,0.08,12.3,7.72,5.39,21,0.55,22
2022-08-15,Northeast,0,8,0,0,34.68,0.0,8.18,8.59,5.8,25,0.35,27
2022-08-15,Southwest,0,8,0,0,53.73,0.48,14.09,6.17,5.46,22,0.75,23
2022-08-16,Mountain West,1,8,0,0,25.84,0.49,9.51,9.65,4.66,20,0.85,25
2022-08-16,Midwest,1,8,0,0,41.83,0.04,18.01,9.78,4.77,25,0.65,20
2022-08-16,Southeast,1,8,0,0,46.57,0.35,13.83,10.15,5.75,17,0.55,17
2022-08-16,Northeast,1,8,0,0,29.46,0.4,11.53,10.3,5.51,21,0.35,18
2022-08-16,Southwest,1,8,0,0,56.4,0.0,1.5,6.53,4.71,28,0.75,27
2022-08-17,Mountain West,2,8,0,0,21.47,0.37,10.24,9.39,4.35,17,0.85,23
2022-08-17,Midwest,2,8,0,0,32.61,0.09,12.45,5.64,4.96,28,0.65,26
2022-08-17,Southeast,2,8,0,0,55.32,0.15,11.08,8.59,5.6,18,0.55,18
2022-08-17,Northeast,2,8,0,0,38.35,0.13,9.03,9.79,5.63,20,0.35,19
2022-08-17,Southwest,2,8,0,0,56.58,0.12,2.59,10.3,4.85,18,0.75,22
2022-08-18,Mountain West,3,8,0,0,30.42,0.06,5.52,9.15,7.24,22,0.85,28
2022-08-18,Midwest,3,8,0,0,23.09,0.52,20.27,11.09,4.5,21,0.65,18
2022-08-18,Southeast,3,8,0,0,50.04,0.55,9.29,8.6,7.06,23,0.55,23
2022-08-18,Northeast,3,8,0,0,29.89,0.01,13.49,7.3,3.27,21,0.35,22
2022-08-18,Southwest,3,8,0,0,50.1,0.0,10.54,7.0,4.49,28,0.75,27
2022-08-19,Mountain West,4,8,0,0,21.74,0.06,13.79,8.9,7.3,18,0.85,26
2022-08-19,Midwest,4,8,0,0,43.77,0.29,15.31,7.35,5.02,24,0.65,25
2022-08-19,Southeast,4,8,0,0,50.18,0.49,0.0,5.16,6.02,17,0.55,21
2022-08-19,Northeast,4,8,0,0,34.1,0.4,16.1,12.03,5.37,20,0.35,21
2022-08-19,Southwest,4,8,0,0,56.52,0.41,6.94,9.59,5.0,21,0.75,22
2022-08-20,Mountain West,5,8,1,0,26.19,0.03,7.42,8.83,5.99,27,0.85,30
2022-08-20,Midwest,5,8,1,0,30.91,0.03,11.56,9.15,7.1,22,0.65,30
2022-08-20,Southeast,5,8,1,0,54.71,0.42,14.69,7.87,3.12,23,0.55,20
2022-08-20,Northeast,5,8,1,0,34.47,0.0,15.52,7.24,6.89,19,0.35,24
2022-08-20,Southwest,5,8,1,0,57.11,0.05,8.92,8.67,4.74,32,0.75,29
2022-08-21,Mountain West,6,8,1,0,17.42,0.25,9.55,11.22,3.59,22,0.85,20
2022-08-21,Midwest,6,8,1,0,41.9,0.5,0.0,7.08,7.5,20,0.65,25
2022-08-21,Southeast,6,8,1,0,43.95,0.0,15.26,4.31,5.37,20,0.55,26
2022-08-21,Northeast,6,8,1,0,37.96,0.28,6.91,10.4,6.81,23,0.35,26
2022-08-21,Southwest,6,8,1,0,52.28,0.05,11.43,7.62,6.41,24,0.75,25
2022-08-22,Mountain West,0,8,0,0,24.73,0.0,1.16,8.04,4.92,15,0.85,23
2022-08-22,Midwest,0,8,0,0,39.74,0.0,12.68,4.66,3.74,23,0.65,19
2022-08-22,Southeast,0,8,0,0,50.6,0.0,8.5,6.47,5.58,21,0.55,21
2022-08-22,Northeast,0,8,0,0,25.84,0.57,7.82,5.37,5.33,17,0.35,18
2022-08-22,Southwest,0,8,0,0,74.29,0.09,0.37,10.99,5.92,17,0.75,21
2022-08-23,Mountain West,1,8,0,0,22.08,0.32,8.77,4.15,7.68,27,0.85,27
2022-08-23,Midwest,1,8,0,0,26.67,0.41,6.74,4.27,4.36,19,0.65,21
2022-08-23,Southeast,1,8,0,0,57.54,0.18,5.78,9.4,5.3,30,0.55,20
2022-08-23,Northeast,1,8,0,0,26.65,0.23,2.17,8.81,7.93,17,0.35,21
2022-08-23,Southwest,1,8,0,0,53.12,0.0,10.65,5.87,5.63,21,0.75,26
2022-08-24,Mountain West,2,8,0,0,33.65,0.38,14.15,8.75,5.33,24,0.85,26
2022-08-24,Midwest,2,8,0,0,39.15,0.13,9.35,4.93,4.57,18,0.65,19
2022-08-24,Southeast,2,8,0,0,47.99,0.05,10.48,4.77,2.83,26,0.55,22
2022-08-24,Northeast,2,8,0,0,32.03,0.3,17.05,7.38,4.14,16,0.35,19
2022-08-24,Southwest,2,8,0,0,66.03,0.1,10.16,8.04,3.6,25,0.75,23
2022-08-25,Mountain West,3,8,0,0,27.87,0.11,11.65,9.5,5.91,26,0.85,26
2022-08-25,Midwest,3,8,0,0,19.71,0.27,13.3,9.5,4.41,15,0.65,20
2022-08-25,Southeast,3,8,0,0,59.22,0.5,9.85,8.28,6.67,27,0.55,22
2022-08-25,Northeast,3,8,0,0,36.53,0.24,2.47,7.9,4.12,17,0.35,19
2022-08-25,Southwest,3,8,0,0,45.29,0.46,8.0,8.31,5.0,21,0.75,20
2022-08-26,Mountain West,4,8,0,0,23.34,0.24,6.02,11.49,6.54,29,0.85,30
2022-08-26,Midwest,4,8,0,0,31.37,0.14,10.85,9.4,5.96,28,0.65,25
2022-08-26,Southeast,4,8,0,0,54.97,0.05,2.06,7.59,5.94,14,0.55,25
2022-08-26,Northeast,4,8,0,0,23.49,0.04,8.05,10.71,4.95,13,0.35,17
2022-08-26,Southwest,4,8,0,0,61.03,0.05,3.88,6.21,7.6,24,0.75,28
2022-08-27,Mountain West,5,8,1,0,21.81,0.0,0.1,12.05,6.29,17,0.85,24
2022-08-27,Midwest,5,8,1,0,41.93,0.0,10.57,7.78,6.24,23,0.65,27
2022-08-27,Southeast,5,8,1,0,44.85,0.17,17.17,4.52,3.8,15,0.55,19
2022-08-27,Northeast,5,8,1,0,28.39,0.34,9.13,8.83,4.06,17,0.35,20
2022-08-27,Southwest,5,8,1,0,62.37,0.16,15.23,7.6,5.57,36,0.75,31
2022-08-28,Mountain West,6,8,1,0,30.9,0.0,17.17,4.28,3.97,29,0.85,27
2022-08-28,Midwest,6,8,1,0,21.53,0.02,0.0,8.06,5.41,30,0.65,32
2022-08-28,Southeast,6,8,1,0,54.18,0.04,2.96,8.55,2.76,28,0.55,27
2022-08-28,Northeast,6,8,1,0,27.8,0.22,11.05,7.91,4.35,18,0.35,22
2022-08-28,Southwest,6,8,1,0,65.14,0.33,10.33,11.33,4.6,17,0.75,25
2022-08-29,Mountain West,0,8,0,0,38.77,0.4,9.39,9.45,4.39,24,0.85,25
2022-08-29,Midwest,0,8,0,0,38.56,0.09,11.04,5.31,7.77,13,0.65,26
2022-08-29,Southeast,0,8,0,0,49.48,0.05,15.15,11.96,6.43,19,0.55,28
2022-08-29,Northeast,0,8,0,0,23.55,0.26,10.88,7.7,6.21,19,0.35,24
2022-08-29,Southwest,0,8,0,0,62.6,0.03,6.01,10.04,3.07,17,0.75,19
2022-08-30,Mountain West,1,8,0,0,32.38,0.01,17.04,7.75,6.01,22,0.85,27
2022-08-30,Midwest,1,8,0,0,34.84,0.17,12.78,7.55,4.35,25,0.65,27
2022-08-30,Southeast,1,8,0,0,47.23,0.07,8.41,6.39,5.86,25,0.55,27
2022-08-30,Northeast,1,8,0,0,43.62,0.05,8.12,6.88,4.27,15,0.35,13
2022-08-30,Southwest,1,8,0,0,48.02,0.34,4.59,7.32,7.2,25,0.75,24
2022-08-31,Mountain West,2,8,0,0,34.58,0.0,12.04,9.16,1.91,23,0.85,22
2022-08-31,Midwest,2,8,0,0,40.19,0.43,10.52,7.1,3.54,20,0.65,20
2022-08-31,Southeast,2,8,0,0,37.49,0.47,10.95,7.24,6.29,22,0.55,26
2022-08-31,Northeast,2,8,0,0,22.12,0.27,10.64,9.27,4.25,25,0.35,17
2022-08-31,Southwest,2,8,0,0,63.77,0.0,15.14,6.7,5.54,15,0.75,21
2022-09-01,Mountain West,3,9,0,0,26.09,0.37,3.86,6.64,5.28,27,0.85,30
2022-09-01,Midwest,3,9,0,0,42.03,0.13,8.51,6.62,4.9,28,0.65,22
2022-09-01,Southeast,3,9,0,0,44.33,0.09,1.49,8.75,5.4,15,0.55,20
2022-09-01,Northeast,3,9,0,0,31.01,0.14,11.57,8.43,6.69,25,0.35,26
2022-09-01,Southwest,3,9,0,0,57.52,0.48,13.03,4.32,6.96,28,0.75,27
2022-09-02,Mountain West,4,9,0,0,21.45,0.47,9.43,7.23,3.61,34,0.85,26
2022-09-02,Midwest,4,9,0,0,31.12,0.25,4.86,4.8,5.94,26,0.65,28
2022-09-02,Southeast,4,9,0,0,49.7,0.15,8.01,5.23,6.48,26,0.55,24
2022-09-02,Northeast,4,9,0,0,16.7,0.0,9.91,8.59,5.73,21,0.35,21
2022-09-02,Southwest,4,9,0,0,53.62,0.0,10.62,9.23,6.81,32,0.75,26
2022-09-03,Mountain West,5,9,1,0,28.52,0.15,12.71,6.38,7.34,22,0.85,30
2022-09-03,Midwest,5,9,1,0,23.72,0.32,3.58,7.34,5.68,17,0.65,23
2022-09-03,Southeast,5,9,1,0,51.57,0.0,8.38,8.48,5.15,20,0.55,24
2022-09-03,Northeast,5,9,1,0,28.01,0.0,7.69,8.78,3.08,19,0.35,22
2022-09-03,Southwest,5,9,1,0,63.15,0.11,12.09,7.01,6.38,20,0.75,27
2022-09-04,Mountain West,6,9,1,0,16.24,0.2,12.86,9.3,4.82,29,0.85,25
2022-09-04,Midwest,6,9,1,0,27.09,0.19,4.62,8.67,4.31,20,0.65,25
2022-09-04,Southeast,6,9,1,0,47.24,0.01,2.9,6.29,5.3,23,0.55,26
2022-09-04,Northeast,6,9,1,0,32.22,0.0,0.0,8.57,2.86,24,0.35,21
2022-09-04,Southwest,6,9,1,0,57.4,0.19,14.18,8.74,4.31,25,0.75,27
2022-09-05,Mountain West,0,9,0,0,15.71,0.2,10.96,11.35,2.65,13,0.85,16
2022-09-05,Midwest,0,9,0,0,34.94,0.23,10.9,6.09,4.11,17,0.65,22
2022-09-05,Southeast,0,9,0,0,53.6,0.28,21.53,5.97,6.23,29,0.55,22
2022-09-05,Northeast,0,9,0,0,15.57,0.1,7.18,6.6,5.58,28,0.35,26
2022-09-05,Southwest,0,9,0,0,55.69,0.15,4.55,10.22,5.44,21,0.75,24
2022-09-06,Mountain West,1,9,0,0,23.94,0.0,1.56,6.8,5.78,22,0.85,24
2022-09-06,Midwest,1,9,0,0,27.27,0.06,20.83,10.11,6.54,20,0.65,26
2022-09-06,Southeast,1,9,0,0,41.36,0.48,7.26,5.5,4.35,18,0.55,19
2022-09-06,Northeast,1,9,0,0,23.03,0.32,6.8,7.69,6.03,25,0.35,22
2022-09-06,Southwest,1,9,0,0,49.85,0.05,12.78,12.11,5.91,29,0.75,28
2022-09-07,Mountain West,2,9,0,0,28.18,0.0,10.58,7.94,5.48,20,0.85,24
2022-09-07,Midwest,2,9,0,0,30.35,0.0,8.4,10.78,5.48,22,0.65,23
2022-09-07,Southeast,2,9,0,0,41.34,0.58,10.23,7.51,3.2,18,0.55,18
2022-09-07,Northeast,2,9,0,0,27.16,0.07,11.28,5.76,6.88,17,0.35,24
2022-09-07,Southwest,2,9,0,0,54.18,0.0,7.78,7.46,7.42,26,0.75,30
2022-09-08,Mountain West,3,9,0,0,18.3,0.14,14.85,5.48,5.95,28,0.85,32
2022-09-08,Midwest,3,9,0,0,31.31,0.39,6.41,9.59,5.98,21,0.65,23
2022-09-08,Southeast,3,9,0,0,46.88,0.17,4.85,8.45,2.42,21,0.55,21
2022-09-08,Northeast,3,9,0,0,32.13,0.29,6.47,6.31,5.99,27,0.35,22
2022-09-08,Southwest,3,9,0,0,47.42,0.0,7.16,11.6,8.03,21,0.75,30
2022-09-09,Mountain West,4,9,0,0,10.94,0.0,9.01,10.6,6.3,21,0.85,26
2022-09-09,Midwest,4,9,0,0,24.66,0.0,11.27,9.39,5.59,33,0.65,25
2022-09-09,Southeast,4,9,0,0,41.58,0.0,13.44,7.53,7.38,22,0.55,26
2022-09-09,Northeast,4,9,0,0,28.38,0.0,5.44,9.4,6.27,20,0.35,23
2022-09-09,Southwest,4,9,0,0,65.05,0.0,4.94,4.48,4.33,22,0.75,21
2022-09-10,Mountain West,5,9,1,0,22.77,0.0,5.1,6.46,7.15,21,0.85,29
2022-09-10,Midwest,5,9,1,0,37.17,0.48,0.01,6.59,5.74,20,0.65,25
2022-09-10,Southeast,5,9,1,0,44.42,0.18,15.99,6.46,6.5,26,0.55,26
2022-09-10,Northeast,5,9,1,0,33.53,0.36,3.42,7.07,6.23,23,0.35,24
2022-09-10,Southwest,5,9,1,0,50.71,0.6,17.72,9.21,7.04,27,0.75,28
2022-09-11,Mountain West,6,9,1,0,26.47,0.09,1.48,7.83,6.24,24,0.85,30
2022-09-11,Midwest,6,9,1,0,28.17,0.07,13.09,11.97,5.19,26,0.65,26
2022-09-11,Southeast,6,9,1,0,43.03,0.18,12.25,8.42,5.69,23,0.55,26
2022-09-11,Northeast,6,9,1,0,23.97,0.0,4.48,8.87,4.67,17,0.35,18
2022-09-11,Southwest,6,9,1,0,55.84,0.21,14.43,11.56,2.95,31,0.75,26
2022-09-12,Mountain West,0,9,0,0,26.29,0.06,7.8,5.77,6.48,23,0.85,27
2022-09-12,Midwest,0,9,0,0,26.06,0.0,11.79,5.92,7.77,27,0.65,25
2022-09-12,Southeast,0,9,0,0,51.59,0.19,5.16,5.24,6.16,17,0.55,25
2022-09-12,Northeast,0,9,0,0,13.25,0.0,9.43,11.2,6.01,15,0.35,21
2022-09-12,Southwest,0,9,0,0,63.43,0.2,0.0,6.65,3.71,23,0.75,21
2022-09-13,Mountain West,1,9,0,0,24.54,0.48,6.52,11.73,3.99,28,0.85,24
2022-09-13,Midwest,1,9,0,0,32.67,0.26,6.23,5.75,8.75,20,0.65,25
2022-09-13,Southeast,1,9,0,0,46.32,0.12,12.36,2.56,5.25,16,0.55,17
2022-09-13,Northeast,1,9,0,0,22.87,0.08,4.74,7.05,3.21,18,0.35,14
2022-09-13,Southwest,1,9,0,0,53.93,0.34,6.93,6.35,5.34,23,0.75,26
2022-09-14,Mountain West,2,9,0,0,14.61,0.05,10.17,6.29,4.31,32,0.85,24
2022-09-14,Midwest,2,9,0,0,23.42,0.0,12.51,10.42,2.76,21,0.65,20
2022-09-14,Southeast,2,9,0,0,33.14,0.28,17.6,8.23,3.45,24,0.55,19
2022-09-14,Northeast,2,9,0,0,31.84,0.24,6.69,7.6,4.88,22,0.35,22
2022-09-14,Southwest,2,9,0,0,46.48,0.21,13.68,9.24,4.06,17,0.75,26
2022-09-15,Mountain West,3,9,0,0,17.34,0.0,11.17,12.23,3.75,25,0.85,23
2022-09-15,Midwest,3,9,0,0,27.99,0.29,11.36,10.06,6.94,29,0.65,28
2022-09-15,Southeast,3,9,0,0,57.1,0.0,10.05,6.62,4.53,21,0.55,22
2022-09-15,Northeast,3,9,0,0,16.52,0.0,14.48,2.52,6.78,20,0.35,22
2022-09-15,Southwest,3,9,0,0,42.63,0.26,16.37,9.85,4.01,18,0.75,20
2022-09-16,Mountain West,4,9,0,0,30.73,0.0,5.53,5.79,2.76,32,0.85,25
2022-09-16,Midwest,4,9,0,0,36.97,0.1,2.47,9.68,7.53,28,0.65,27
2022-09-16,Southeast,4,9,0,0,57.73,0.02,3.34,9.26,6.2,27,0.55,26
2022-09-16,Northeast,4,9,0,0,31.17,0.0,10.25,5.3,6.03,30,0.35,25
2022-09-16,Southwest,4,9,0,0,52.39,0.14,10.2,9.79,5.89,22,0.75,24
2022-09-17,Mountain West,5,9,1,0,24.11,0.28,8.16,7.22,7.95,28,0.85,33
2022-09-17,Midwest,5,9,1,0,30.71,0.25,10.69,10.38,5.52,24,0.65,26
2022-09-17,Southeast,5,9,1,0,48.73,0.23,9.53,8.02,4.12,19,0.55,20
2022-09-17,Northeast,5,9,1,0,22.72,0.11,10.52,7.46,1.47,23,0.35,22
2022-09-17,Southwest,5,9,1,0,66.44,0.0,19.44,6.07,5.36,33,0.75,27
2022-09-18,Mountain West,6,9,1,0,25.59,0.02,7.17,9.62,4.02,23,0.85,27
2022-09-18,Midwest,6,9,1,0,36.8,0.67,11.26,9.2,6.56,18,0.65,23
2022-09-18,Southeast,6,9,1,0,48.83,0.27,12.58,10.13,3.84,22,0.55,21
2022-09-18,Northeast,6,9,1,0,29.2,0.13,5.89,11.25,4.21,16,0.35,18
2022-09-18,Southwest,6,9,1,0,52.3,0.0,6.74,6.06,5.93,27,0.75,27
2022-09-19,Mountain West,0,9,0,0,29.69,0.1,10.71,4.95,4.8,26,0.85,23
2022-09-19,Midwest,0,9,0,0,33.0,0.0,8.19,8.24,5.13,16,0.65,20
2022-09-19,Southeast,0,9,0,0,49.47,0.0,5.28,9.29,3.48,24,0.55,22
2022-09-19,Northeast,0,9,0,0,23.35,0.09,11.65,6.87,5.22,24,0.35,23
2022-09-19,Southwest,0,9,0,0,53.97,0.11,21.75,9.9,3.62,21,0.75,21
2022-09-20,Mountain West,1,9,0,0,17.62,0.05,19.06,9.16,1.26,23,0.85,22
2022-09-20,Midwest,1,9,0,0,34.3,0.0,7.65,11.0,4.59,15,0.65,16
2022-09-20,Southeast,1,9,0,0,47.62,0.13,15.99,8.03,4.37,14,0.55,21
2022-09-20,Northeast,1,9,0,0,34.93,0.2,10.01,8.36,3.39,21,0.35,18
2022-09-20,Southwest,1,9,0,0,60.13,0.15,15.28,8.8,5.02,27,0.75,25
2022-09-21,Mountain West,2,9,0,0,24.76,0.02,15.53,5.5,4.37,24,0.85,26
2022-09-21,Midwest,2,9,0,0,39.7,0.0,8.41,6.92,4.87,28,0.65,24
2022-09-21,Southeast,2,9,0,0,50.92,0.2,13.87,5.9,4.49,17,0.55,19
2022-09-21,Northeast,2,9,0,0,33.49,0.45,5.06,7.02,4.2,24,0.35,25
2022-09-21,Southwest,2,9,0,0,47.4,0.0,6.57,6.31,4.6,11,0.75,18
2022-09-22,Mountain West,3,9,0,0,20.08,0.44,16.12,9.9,5.79,19,0.85,23
2022-09-22,Midwest,3,9,0,0,32.18,0.0,5.03,10.31,7.85,22,0.65,27
2022-09-22,Southeast,3,9,0,0,39.97,0.3,12.85,8.14,4.64,19,0.55,22
2022-09-22,Northeast,3,9,0,0,21.95,0.17,4.56,6.63,3.94,21,0.35,19
2022-09-22,Southwest,3,9,0,0,62.48,0.18,17.71,10.67,6.17,33,0.75,28
2022-09-23,Mountain West,4,9,0,0,22.65,0.0,12.46,5.74,3.56,20,0.85,22
2022-09-23,Midwest,4,9,0,0,30.99,0.39,4.36,10.54,2.66,25,0.65,24
2022-09-23,Southeast,4,9,0,0,36.65,0.13,11.14,7.83,4.16,22,0.55,19
2022-09-23,Northeast,4,9,0,0,37.24,0.02,7.83,9.63,2.57,26,0.35,17
2022-09-23,Southwest,4,9,0,0,61.58,0.0,0.9,11.74,2.91,23,0.75,22
2022-09-24,Mountain West,5,9,1,0,23.4,0.26,11.77,9.81,4.42,21,0.85,26
2022-09-24,Midwest,5,9,1,0,22.21,0.0,15.05,4.97,5.41,28,0.65,27
2022-09-24,Southeast,5,9,1,0,45.37,0.3,10.19,7.7,8.45,24,0.55,26
2022-09-24,Northeast,5,9,1,0,25.12,0.56,0.76,6.96,3.19,22,0.35,21
2022-09-24,Southwest,5,9,1,0,53.88,0.03,11.94,7.46,3.37,12,0.75,26
2022-09-25,Mountain West,6,9,1,0,22.08,0.0,5.79,5.47,6.24,20,0.85,27
2022-09-25,Midwest,6,9,1,0,28.32,0.06,9.59,9.67,5.5,32,0.65,30
2022-09-25,Southeast,6,9,1,0,51.0,0.37,11.44,8.72,6.78,19,0.55,23
2022-09-25,Northeast,6,9,1,0,29.1,0.0,12.31,7.78,6.7,26,0.35,26
2022-09-25,Southwest,6,9,1,0,63.3,0.0,10.91,8.59,5.56,22,0.75,26
2022-09-26,Mountain West,0,9,0,0,22.47,0.26,12.29,10.71,6.8,23,0.85,25
2022-09-26,Midwest,0,9,0,0,35.59,0.6,16.07,8.21,4.5,17,0.65,16
2022-09-26,Southeast,0,9,0,0,43.24,0.0,7.7,7.94,5.41,21,0.55,21
2022-09-26,Northeast,0,9,0,0,23.27,0.21,19.82,8.67,4.46,26,0.35,18
2022-09-26,Southwest,0,9,0,0,52.67,0.0,5.75,10.91,7.15,20,0.75,24
2022-09-27,Mountain West,1,9,0,0,33.43,0.21,14.75,4.57,6.02,29,0.85,27
2022-09-27,Midwest,1,9,0,0,30.39,0.0,13.9,7.88,3.69,22,0.65,20
2022-09-27,Southeast,1,9,0,0,54.62,0.19,7.35,9.61,3.75,30,0.55,23
2022-09-27,Northeast,1,9,0,0,18.54,0.0,1.81,7.48,6.82,26,0.35,24
2022-09-27,Southwest,1,9,0,0,61.41,0.13,13.42,5.85,7.07,30,0.75,33
2022-09-28,Mountain West,2,9,0,0,28.13,0.0,7.21,9.23,4.37,20,0.85,25
2022-09-28,Midwest,2,9,0,0,30.19,0.0,9.09,6.89,6.76,22,0.65,29
2022-09-28,Southeast,2,9,0,0,46.53,0.0,10.23,9.5,7.24,20,0.55,25
2022-09-28,Northeast,2,9,0,0,28.16,0.17,13.19,6.58,4.35,20,0.35,17
2022-09-28,Southwest,2,9,0,0,45.58,0.23,7.41,6.92,3.52,22,0.75,15
2022-09-29,Mountain West,3,9,0,0,22.53,0.0,14.86,8.29,3.76,25,0.85,23
2022-09-29,Midwest,3,9,0,0,28.91,0.0,0.53,7.68,5.49,22,0.65,26
2022-09-29,Southeast,3,9,0,0,44.52,0.15,9.27,7.76,5.61,26,0.55,22
2022-09-29,Northeast,3,9,0,0,37.34,0.38,0.0,11.16,6.19,23,0.35,26
2022-09-29,Southwest,3,9,0,0,60.27,0.49,19.97,8.43,2.64,22,0.75,18
2022-09-30,Mountain West,4,9,0,0,20.55,0.35,17.9,9.83,6.59,24,0.85,25
2022-09-30,Midwest,4,9,0,0,28.45,0.03,10.27,8.88,6.28,22,0.65,24
2022-09-30,Southeast,4,9,0,0,48.26,0.46,7.16,9.03,5.44,19,0.55,21
2022-09-30,Northeast,4,9,0,0,24.55,0.15,6.8,9.02,3.93,31,0.35,23
2022-09-30,Southwest,4,9,0,0,52.24,0.07,10.48,8.4,4.99,24,0.75,27
2022-10-01,Mountain West,5,10,1,0,18.24,0.24,4.42,7.44,4.44,20,0.85,25
2022-10-01,Midwest,5,10,1,0,41.29,0.22,7.19,7.5,7.47,19,0.65,26
2022-10-01,Southeast,5,10,1,0,47.38,0.0,3.6,5.75,3.76,19,0.55,23
2022-10-01,Northeast,5,10,1,0,38.3,0.47,8.59,6.74,3.7,13,0.35,19
2022-10-01,Southwest,5,10,1,0,52.8,0.0,11.6,5.37,6.49,19,0.75,25
2022-10-02,Mountain West,6,10,1,0,27.61,0.07,9.75,10.94,5.27,29,0.85,27
2022-10-02,Midwest,6,10,1,0,40.47,0.22,13.44,9.22,7.13,28,0.65,25
2022-10-02,Southeast,6,10,1,0,42.65,0.0,5.75,6.54,4.28,26,0.55,26
2022-10-02,Northeast,6,10,1,0,25.65,0.0,16.58,9.29,5.12,28,0.35,27
2022-10-02,Southwest,6,10,1,0,57.5,0.28,8.32,8.54,2.73,21,0.75,21
2022-10-03,Mountain West,0,10,0,0,22.12,0.02,2.43,9.1,4.88,27,0.85,22
2022-10-03,Midwest,0,10,0,0,29.42,0.0,9.63,8.69,2.85,23,0.65,22
2022-10-03,Southeast,0,10,0,0,50.47,0.02,4.88,7.43,7.44,22,0.55,23
2022-10-03,Northeast,0,10,0,0,30.89,0.0,6.14,6.99,3.43,24,0.35,20
2022-10-03,Southwest,0,10,0,0,50.68,0.18,11.24,5.86,6.03,24,0.75,24
2022-10-04,Mountain West,1,10,0,0,20.98,0.0,13.44,7.31,6.38,30,0.85,31
2022-10-04,Midwest,1,10,0,0,28.15,0.71,6.54,10.05,6.27,22,0.65,24
2022-10-04,Southeast,1,10,0,0,37.76,0.21,11.75,8.27,0.54,25,0.55,15
2022-10-04,Northeast,1,10,0,0,32.42,0.11,13.18,5.95,5.92,18,0.35,22
2022-10-04,Southwest,1,10,0,0,68.66,0.27,5.16,8.5,6.13,26,0.75,25
2022-10-05,Mountain West,2,10,0,0,13.62,0.22,7.97,9.07,6.42,24,0.85,26
2022-10-05,Midwest,2,10,0,0,36.43,0.35,9.51,9.56,4.11,24,0.65,21
2022-10-05,Southeast,2,10,0,0,52.63,0.44,13.96,7.43,3.23,25,0.55,21
2022-10-05,Northeast,2,10,0,0,37.19,0.1,7.67,6.53,4.92,13,0.35,18
2022-10-05,Southwest,2,10,0,0,63.33,0.17,9.13,6.51,3.0,20,0.75,23
2022-10-06,Mountain West,3,10,0,0,32.26,0.38,10.62,11.2,5.33,29,0.85,23
2022-10-06,Midwest,3,10,0,0,22.67,0.4,5.61,6.03,4.83,16,0.65,21
2022-10-06,Southeast,3,10,0,0,51.66,0.0,7.47,5.73,4.66,30,0.55,27
2022-10-06,Northeast,3,10,0,0,39.41,0.0,9.07,12.34,7.17,17,0.35,19
2022-10-06,Southwest,3,10,0,0,52.64,0.0,7.14,9.63,3.23,25,0.75,21
2022-10-07,Mountain West,4,10,0,0,35.31,0.07,8.51,8.91,7.21,21,0.85,27
2022-10-07,Midwest,4,10,0,0,25.99,0.17,6.72,8.39,4.17,15,0.65,17
2022-10-07,Southeast,4,10,0,0,43.62,0.54,14.44,11.46,5.81,22,0.55,22
2022-10-07,Northeast,4,10,0,0,32.0,0.14,0.0,11.21,5.74,33,0.35,27
2022-10-07,Southwest,4,10,0,0,54.1,0.3,3.46,8.37,5.84,18,0.75,22
2022-10-08,Mountain West,5,10,1,0,21.88,0.21,13.39,4.25,5.78,41,0.85,32
2022-10-08,Midwest,5,10,1,0,31.52,0.0,5.74,9.93,5.05,35,0.65,29
2022-10-08,Southeast,5,10,1,0,53.32,0.13,15.46,9.94,5.62,25,0.55,26
